externalId,customerId,amount,currency,type,createdAt
cc-0155,c-460,110.49,USD,PURCHASE,2026-02-01T11:35:00
cc-0156,c-249,-168.73,EUR,REFUND,2026-02-01T11:36:00
cc-0157,c-409,83.36,USD,PURCHASE,2026-02-01T11:37:00
cc-0158,c-471,311.51,BRL,PURCHASE,2026-02-01T11:38:00
cc-0159,c-465,282.63,BRL,PURCHASE,2026-02-01T11:39:00
cc-0160,c-043,68.71,USD,PURCHASE,2026-02-01T11:40:00
cc-0161,c-094,-190.17,BRL,REFUND,2026-02-01T11:41:00
cc-0162,c-233,380.85,USD,PURCHASE,2026-02-01T11:42:00
cc-0163,c-143,416.13,USD,PURCHASE,2026-02-01T11:43:00
cc-0164,c-428,10.67,EUR,PURCHASE,2026-02-01T11:44:00
cc-0165,c-027,175.63,EUR,PURCHASE,2026-02-01T11:45:00
cc-0166,c-036,326.23,BRL,PURCHASE,2026-02-01T11:46:00
cc-0167,c-487,419.78,EUR,PURCHASE,2026-02-01T11:47:00
cc-0168,c-079,237.31,BRL,PURCHASE,2026-02-01T11:48:00
cc-0169,c-289,233.05,USD,PURCHASE,2026-02-01T11:49:00
cc-0170,c-393,303.34,EUR,PURCHASE,2026-02-01T11:50:00
cc-0171,c-368,409.83,USD,PURCHASE,2026-02-01T11:51:00
cc-0172,c-056,464.51,EUR,PURCHASE,2026-02-01T11:52:00
cc-0173,c-347,188.28,EUR,PURCHASE,2026-02-01T11:53:00
cc-0174,c-102,-345.62,EUR,REFUND,2026-02-01T11:54:00
cc-0175,c-125,386.47,EUR,PURCHASE,2026-02-01T11:55:00
cc-0176,c-308,398.32,EUR,PURCHASE,2026-02-01T11:56:00
cc-0177,c-401,-266.84,EUR,REFUND,2026-02-01T11:57:00
cc-0178,c-190,-324.12,BRL,REFUND,2026-02-01T11:58:00
cc-0179,c-435,245.61,USD,PURCHASE,2026-02-01T11:59:00
cc-0180,c-492,445.90,USD,PURCHASE,2026-02-01T12:00:00
cc-0181,c-363,88.89,EUR,PURCHASE,2026-02-01T12:01:00
cc-0182,c-495,308.34,EUR,PURCHASE,2026-02-01T12:02:00
cc-0183,c-397,218.35,EUR,PURCHASE,2026-02-01T12:03:00
cc-0184,c-304,426.00,BRL,PURCHASE,2026-02-01T12:04:00
cc-0185,c-143,122.69,USD,PURCHASE,2026-02-01T12:05:00
cc-0186,c-292,190.12,BRL,PURCHASE,2026-02-01T12:06:00
cc-0187,c-254,91.74,BRL,PURCHASE,2026-02-01T12:07:00
cc-0188,c-182,170.83,EUR,PURCHASE,2026-02-01T12:08:00
cc-0189,c-360,278.34,EUR,PURCHASE,2026-02-01T12:09:00
cc-0190,c-486,121.44,USD,PURCHASE,2026-02-01T12:10:00
cc-0191,c-251,120.92,USD,PURCHASE,2026-02-01T12:11:00
cc-0192,c-331,224.64,BRL,PURCHASE,2026-02-01T12:12:00
cc-0193,c-048,202.80,BRL,PURCHASE,2026-02-01T12:13:00
cc-0194,c-157,185.14,EUR,PURCHASE,2026-02-01T12:14:00
cc-0195,c-272,498.32,EUR,PURCHASE,2026-02-01T12:15:00
cc-0196,c-170,227.42,USD,PURCHASE,2026-02-01T12:16:00
cc-0197,c-129,360.92,USD,PURCHASE,2026-02-01T12:17:00
cc-0198,c-062,475.49,EUR,PURCHASE,2026-02-01T12:18:00
cc-0199,c-095,369.56,USD,PURCHASE,2026-02-01T12:19:00
cc-0200,c-371,380.34,EUR,PURCHASE,2026-02-01T12:20:00
cc-0201,c-145,416.48,USD,PURCHASE,2026-02-01T12:21:00
cc-0202,c-117,151.83,EUR,PURCHASE,2026-02-01T12:22:00
cc-0203,c-274,23.71,BRL,PURCHASE,2026-02-01T12:23:00
cc-0204,c-284,472.10,EUR,PURCHASE,2026-02-01T12:24:00
cc-0205,c-445,52.19,BRL,PURCHASE,2026-02-01T12:25:00
cc-0206,c-294,239.88,USD,PURCHASE,2026-02-01T12:26:00
cc-0207,c-095,126.99,USD,PURCHASE,2026-02-01T12:27:00
cc-0208,c-059,200.95,BRL,PURCHASE,2026-02-01T12:28:00
cc-0209,c-296,27.75,BRL,PURCHASE,2026-02-01T12:29:00
cc-0210,c-416,152.61,BRL,PURCHASE,2026-02-01T12:30:00
cc-0211,c-061,208.67,EUR,PURCHASE,2026-02-01T12:31:00
cc-0212,c-405,388.07,USD,PURCHASE,2026-02-01T12:32:00
cc-0213,c-231,149.38,EUR,PURCHASE,2026-02-01T12:33:00
cc-0214,c-220,310.89,EUR,PURCHASE,2026-02-01T12:34:00
cc-0215,c-492,473.85,BRL,PURCHASE,2026-02-01T12:35:00
cc-0216,c-321,330.55,BRL,PURCHASE,2026-02-01T12:36:00
cc-0217,c-123,38.46,BRL,PURCHASE,2026-02-01T12:37:00
cc-0218,c-210,297.31,USD,PURCHASE,2026-02-01T12:38:00
cc-0219,c-017,353.77,EUR,PURCHASE,2026-02-01T12:39:00
cc-0220,c-441,344.01,USD,PURCHASE,2026-02-01T12:40:00
cc-0221,c-404,295.31,BRL,PURCHASE,2026-02-01T12:41:00
cc-0222,c-218,113.18,BRL,PURCHASE,2026-02-01T12:42:00
cc-0223,c-466,71.98,BRL,PURCHASE,2026-02-01T12:43:00
cc-0224,c-085,297.93,EUR,PURCHASE,2026-02-01T12:44:00
cc-0225,c-472,63.05,EUR,PURCHASE,2026-02-01T12:45:00
cc-0226,c-156,471.40,EUR,PURCHASE,2026-02-01T12:46:00
cc-0227,c-277,41.14,BRL,PURCHASE,2026-02-01T12:47:00
cc-0228,c-456,161.84,USD,PURCHASE,2026-02-01T12:48:00
cc-0229,c-014,480.99,EUR,PURCHASE,2026-02-01T12:49:00
cc-0230,c-301,499.79,EUR,PURCHASE,2026-02-01T12:50:00
cc-0231,c-421,21.08,BRL,PURCHASE,2026-02-01T12:51:00
cc-0232,c-241,221.67,USD,PURCHASE,2026-02-01T12:52:00
cc-0233,c-093,218.51,USD,PURCHASE,2026-02-01T12:53:00
cc-0234,c-497,174.63,USD,PURCHASE,2026-02-01T12:54:00
cc-0235,c-165,429.01,USD,PURCHASE,2026-02-01T12:55:00
cc-0236,c-211,144.82,USD,PURCHASE,2026-02-01T12:56:00
cc-0237,c-417,19.31,BRL,PURCHASE,2026-02-01T12:57:00
cc-0238,c-162,58.84,USD,PURCHASE,2026-02-01T12:58:00
cc-0239,c-443,494.07,EUR,PURCHASE,2026-02-01T12:59:00
cc-0240,c-446,207.21,BRL,PURCHASE,2026-02-01T13:00:00
cc-0241,c-266,378.47,EUR,PURCHASE,2026-02-01T13:01:00
cc-0242,c-227,102.58,EUR,PURCHASE,2026-02-01T13:02:00
cc-0243,c-068,219.62,EUR,PURCHASE,2026-02-01T13:03:00
cc-0244,c-249,486.60,EUR,PURCHASE,2026-02-01T13:04:00
cc-0245,c-410,80.03,EUR,PURCHASE,2026-02-01T13:05:00
cc-0246,c-008,47.51,BRL,PURCHASE,2026-02-01T13:06:00
cc-0247,c-237,324.21,BRL,PURCHASE,2026-02-01T13:07:00
cc-0248,c-256,146.64,EUR,PURCHASE,2026-02-01T13:08:00
cc-0249,c-140,241.77,USD,PURCHASE,2026-02-01T13:09:00
cc-0250,c-125,73.18,BRL,PURCHASE,2026-02-01T13:10:00
cc-0251,c-472,373.40,BRL,PURCHASE,2026-02-01T13:11:00
cc-0252,c-443,-386.56,USD,REFUND,2026-02-01T13:12:00
cc-0253,c-175,254.36,BRL,PURCHASE,2026-02-01T13:13:00
cc-0254,c-145,418.90,EUR,PURCHASE,2026-02-01T13:14:00
cc-0255,c-338,75.15,EUR,PURCHASE,2026-02-01T13:15:00
cc-0256,c-248,276.41,EUR,PURCHASE,2026-02-01T13:16:00
cc-0257,c-194,161.57,BRL,PURCHASE,2026-02-01T13:17:00
cc-0258,c-358,192.10,USD,PURCHASE,2026-02-01T13:18:00
cc-0259,c-023,237.02,USD,PURCHASE,2026-02-01T13:19:00
cc-0260,c-198,396.40,EUR,PURCHASE,2026-02-01T13:20:00
cc-0261,c-078,19.47,EUR,PURCHASE,2026-02-01T13:21:00
cc-0262,c-495,434.98,USD,PURCHASE,2026-02-01T13:22:00
cc-0263,c-052,229.01,EUR,PURCHASE,2026-02-01T13:23:00
cc-0264,c-074,327.74,BRL,PURCHASE,2026-02-01T13:24:00
cc-0265,c-039,484.63,USD,PURCHASE,2026-02-01T13:25:00
cc-0266,c-320,325.27,USD,PURCHASE,2026-02-01T13:26:00
cc-0267,c-437,267.28,USD,PURCHASE,2026-02-01T13:27:00
cc-0268,c-321,379.94,EUR,PURCHASE,2026-02-01T13:28:00
cc-0269,c-019,118.15,EUR,PURCHASE,2026-02-01T13:29:00
cc-0270,c-472,114.52,BRL,PURCHASE,2026-02-01T13:30:00
cc-0271,c-223,380.42,EUR,PURCHASE,2026-02-01T13:31:00
cc-0272,c-447,84.02,USD,PURCHASE,2026-02-01T13:32:00
cc-0273,c-463,-162.86,BRL,REFUND,2026-02-01T13:33:00
cc-0274,c-151,215.91,BRL,PURCHASE,2026-02-01T13:34:00
cc-0275,c-272,341.22,BRL,PURCHASE,2026-02-01T13:35:00
cc-0276,c-088,305.14,USD,PURCHASE,2026-02-01T13:36:00
cc-0277,c-318,249.34,EUR,PURCHASE,2026-02-01T13:37:00
cc-0278,c-074,319.31,USD,PURCHASE,2026-02-01T13:38:00
cc-0279,c-131,449.56,USD,PURCHASE,2026-02-01T13:39:00
cc-0280,c-462,273.75,BRL,PURCHASE,2026-02-01T13:40:00
cc-0281,c-227,493.84,USD,PURCHASE,2026-02-01T13:41:00
cc-0282,c-328,345.47,USD,PURCHASE,2026-02-01T13:42:00
cc-0283,c-433,499.69,USD,PURCHASE,2026-02-01T13:43:00
cc-0284,c-055,286.39,EUR,PURCHASE,2026-02-01T13:44:00
cc-0285,c-152,148.32,EUR,PURCHASE,2026-02-01T13:45:00
cc-0286,c-203,283.40,EUR,PURCHASE,2026-02-01T13:46:00
cc-0287,c-399,25.47,EUR,PURCHASE,2026-02-01T13:47:00
cc-0288,c-382,452.17,USD,PURCHASE,2026-02-01T13:48:00
cc-0289,c-398,303.93,USD,PURCHASE,2026-02-01T13:49:00
cc-0290,c-113,310.82,EUR,PURCHASE,2026-02-01T13:50:00
cc-0291,c-387,329.93,BRL,PURCHASE,2026-02-01T13:51:00
cc-0292,c-322,314.10,BRL,PURCHASE,2026-02-01T13:52:00
cc-0293,c-159,17.65,USD,PURCHASE,2026-02-01T13:53:00
cc-0294,c-375,454.90,USD,PURCHASE,2026-02-01T13:54:00
cc-0295,c-383,101.20,EUR,PURCHASE,2026-02-01T13:55:00
cc-0296,c-449,265.90,USD,PURCHASE,2026-02-01T13:56:00
cc-0297,c-426,457.11,USD,PURCHASE,2026-02-01T13:57:00
cc-0298,c-496,373.53,USD,PURCHASE,2026-02-01T13:58:00
cc-0299,c-412,481.48,BRL,PURCHASE,2026-02-01T13:59:00
cc-0300,c-387,430.21,EUR,PURCHASE,2026-02-01T14:00:00
cc-0301,c-346,483.67,EUR,PURCHASE,2026-02-01T14:01:00
cc-0302,c-188,197.89,USD,PURCHASE,2026-02-01T14:02:00
cc-0303,c-275,184.92,EUR,PURCHASE,2026-02-01T14:03:00
cc-0304,c-345,191.13,EUR,PURCHASE,2026-02-01T14:04:00
cc-0305,c-482,337.74,USD,PURCHASE,2026-02-01T14:05:00
cc-0306,c-013,471.64,USD,PURCHASE,2026-02-01T14:06:00
cc-0307,c-469,324.18,EUR,PURCHASE,2026-02-01T14:07:00
cc-0308,c-422,350.84,EUR,PURCHASE,2026-02-01T14:08:00
cc-0309,c-210,23.63,BRL,PURCHASE,2026-02-01T14:09:00
cc-0310,c-156,58.94,BRL,PURCHASE,2026-02-01T14:10:00
cc-0311,c-455,194.93,USD,PURCHASE,2026-02-01T14:11:00
cc-0312,c-344,348.55,EUR,PURCHASE,2026-02-01T14:12:00
cc-0313,c-215,363.57,USD,PURCHASE,2026-02-01T14:13:00
cc-0314,c-336,245.18,USD,PURCHASE,2026-02-01T14:14:00
cc-0315,c-481,17.33,USD,PURCHASE,2026-02-01T14:15:00
cc-0316,c-112,475.33,USD,PURCHASE,2026-02-01T14:16:00
cc-0317,c-051,184.30,EUR,PURCHASE,2026-02-01T14:17:00
cc-0318,c-184,-138.66,BRL,REFUND,2026-02-01T14:18:00
cc-0319,c-486,227.90,EUR,PURCHASE,2026-02-01T14:19:00
cc-0320,c-109,298.98,BRL,PURCHASE,2026-02-01T14:20:00
cc-0321,c-026,122.54,BRL,PURCHASE,2026-02-01T14:21:00
cc-0322,c-403,35.24,EUR,PURCHASE,2026-02-01T14:22:00
cc-0323,c-107,406.71,BRL,PURCHASE,2026-02-01T14:23:00
cc-0324,c-169,394.53,EUR,PURCHASE,2026-02-01T14:24:00
cc-0325,c-002,492.03,BRL,PURCHASE,2026-02-01T14:25:00
cc-0326,c-277,88.07,EUR,PURCHASE,2026-02-01T14:26:00
cc-0327,c-444,-8.42,BRL,REFUND,2026-02-01T14:27:00
cc-0328,c-302,87.95,BRL,PURCHASE,2026-02-01T14:28:00
cc-0329,c-065,263.52,EUR,PURCHASE,2026-02-01T14:29:00
cc-0330,c-033,389.23,EUR,PURCHASE,2026-02-01T14:30:00
cc-0331,c-304,252.42,EUR,PURCHASE,2026-02-01T14:31:00
cc-0332,c-023,454.47,EUR,PURCHASE,2026-02-01T14:32:00
cc-0333,c-267,322.03,BRL,PURCHASE,2026-02-01T14:33:00
cc-0334,c-032,423.80,USD,PURCHASE,2026-02-01T14:34:00
cc-0335,c-352,356.49,USD,PURCHASE,2026-02-01T14:35:00
cc-0336,c-038,161.73,BRL,PURCHASE,2026-02-01T14:36:00
cc-0337,c-034,312.53,EUR,PURCHASE,2026-02-01T14:37:00
cc-0338,c-281,191.07,EUR,PURCHASE,2026-02-01T14:38:00
cc-0339,c-272,253.27,USD,PURCHASE,2026-02-01T14:39:00
cc-0340,c-051,58.09,EUR,PURCHASE,2026-02-01T14:40:00
cc-0341,c-334,276.12,BRL,PURCHASE,2026-02-01T14:41:00
cc-0342,c-221,115.02,USD,PURCHASE,2026-02-01T14:42:00
cc-0343,c-424,208.58,BRL,PURCHASE,2026-02-01T14:43:00
cc-0344,c-161,332.89,USD,PURCHASE,2026-02-01T14:44:00
cc-0345,c-489,461.57,BRL,PURCHASE,2026-02-01T14:45:00
cc-0346,c-047,47.52,BRL,PURCHASE,2026-02-01T14:46:00
cc-0347,c-382,406.07,EUR,PURCHASE,2026-02-01T14:47:00
cc-0348,c-031,281.23,USD,PURCHASE,2026-02-01T14:48:00
cc-0349,c-344,177.45,EUR,PURCHASE,2026-02-01T14:49:00
cc-0350,c-482,434.18,EUR,PURCHASE,2026-02-01T14:50:00
cc-0351,c-027,300.60,USD,PURCHASE,2026-02-01T14:51:00
cc-0352,c-054,107.16,EUR,PURCHASE,2026-02-01T14:52:00
cc-0353,c-247,55.00,EUR,PURCHASE,2026-02-01T14:53:00
cc-0354,c-189,140.01,BRL,PURCHASE,2026-02-01T14:54:00
cc-0355,c-414,280.92,EUR,PURCHASE,2026-02-01T14:55:00
cc-0356,c-315,278.81,EUR,PURCHASE,2026-02-01T14:56:00
cc-0357,c-476,347.04,BRL,PURCHASE,2026-02-01T14:57:00
cc-0358,c-093,381.44,USD,PURCHASE,2026-02-01T14:58:00
cc-0359,c-180,-435.06,EUR,REFUND,2026-02-01T14:59:00
cc-0360,c-337,71.80,EUR,PURCHASE,2026-02-01T15:00:00
cc-0361,c-498,-373.31,BRL,REFUND,2026-02-01T15:01:00
cc-0362,c-193,171.11,USD,PURCHASE,2026-02-01T15:02:00
cc-0363,c-160,388.64,EUR,PURCHASE,2026-02-01T15:03:00
cc-0364,c-306,27.25,BRL,PURCHASE,2026-02-01T15:04:00
cc-0365,c-387,337.31,USD,PURCHASE,2026-02-01T15:05:00
cc-0366,c-227,243.35,USD,PURCHASE,2026-02-01T15:06:00
cc-0367,c-213,377.72,BRL,PURCHASE,2026-02-01T15:07:00
cc-0368,c-177,142.34,EUR,PURCHASE,2026-02-01T15:08:00
cc-0369,c-304,333.90,BRL,PURCHASE,2026-02-01T15:09:00
cc-0370,c-113,300.06,BRL,PURCHASE,2026-02-01T15:10:00
